Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Dolar
2021-07-13 00:00:00-03:00,70.89,71.39,70.74,71.29,12698500.0,0.0,0.0,5.1
2021-07-14 00:00:00-03:00,71.61,71.71,70.49,70.9,19483600.0,0.0,0.0,5.01
2021-07-15 00:00:00-03:00,70.82,71.54,70.52,71.13,18236100.0,0.0,0.0,4.96
2021-07-16 00:00:00-03:00,71.04,71.37,69.6,69.84,19576800.0,0.0,0.0,4.97
2021-07-19 00:00:00-03:00,68.98,69.08,67.88,69.08,18644300.0,0.0,0.0,4.91
2021-07-20 00:00:00-03:00,69.08,69.67,67.88,69.66,13066600.0,0.0,0.0,4.92
2021-07-21 00:00:00-03:00,69.45,70.75,69.29,70.46,19607100.0,0.0,0.0,4.92
2021-07-22 00:00:00-03:00,70.02,70.65,69.41,70.65,12083800.0,0.0,0.0,4.96
2021-07-23 00:00:00-03:00,69.98,70.52,69.48,70.29,13163300.0,0.0,0.0,4.97
2021-07-26 00:00:00-03:00,70.49,71.97,70.49,71.82,16419900.0,0.0,0.0,5.05
2021-07-27 00:00:00-03:00,71.26,71.48,70.15,70.33,22106500.0,0.0,0.0,5.06
2021-07-28 00:00:00-03:00,71.14,72.43,70.98,72.25,25209200.0,0.0,0.0,5.09
2021-07-29 00:00:00-03:00,71.67,72.41,70.68,71.18,30576800.0,0.0,0.0,5.2
2021-07-30 00:00:00-03:00,69.91,69.91,66.99,66.99,41956700.0,0.0,0.0,5.23
2021-08-02 00:00:00-03:00,68.31,68.59,67.09,67.09,23109400.0,0.0,0.0,5.26
2021-08-03 00:00:00-03:00,67.62,69.62,67.41,69.38,36641400.0,0.0,0.0,5.26
2021-08-04 00:00:00-03:00,68.98,69.75,68.75,69.3,18828200.0,0.0,0.0,5.17
2021-08-05 00:00:00-03:00,67.53,67.74,66.46,67.18,32215200.0,0.0,0.0,5.16
2021-08-06 00:00:00-03:00,67.66,68.3,67.44,67.57,19273100.0,0.0,0.0,5.07
2021-08-09 00:00:00-03:00,66.64,67.41,66.32,67.14,21502300.0,0.0,0.0,5.11
2021-08-10 00:00:00-03:00,67.1,68.21,67.04,67.79,17440500.0,0.0,0.0,5.12
2021-08-11 00:00:00-03:00,67.87,68.06,67.29,67.3,14680600.0,0.0,0.0,5.25
2021-08-12 00:00:00-03:00,67.26,67.74,67.03,67.26,14849500.0,0.0,0.0,5.22
2021-08-13 00:00:00-03:00,67.57,67.69,66.49,66.7,11855200.0,0.0,0.0,5.19
2021-08-16 00:00:00-03:00,66.05,67.07,65.24,67.01,21856700.0,0.0,0.0,5.2
2021-08-17 00:00:00-03:00,66.59,67.33,65.08,65.9,23402600.0,0.0,0.0,5.2
2021-08-18 00:00:00-03:00,65.13,65.13,63.69,63.69,35379200.0,0.0,0.0,5.18
2021-08-19 00:00:00-03:00,60.77,61.76,59.93,60.06,60456900.0,0.0,0.0,5.17
2021-08-20 00:00:00-03:00,60.11,61.04,60.01,60.08,31351100.0,0.0,0.0,5.11
2021-08-23 00:00:00-03:00,60.09,60.32,59.23,59.25,19773500.0,0.0,0.0,5.08
2021-08-24 00:00:00-03:00,61.21,62.37,61.04,61.41,29779200.0,0.0,0.0,5.21
2021-08-25 00:00:00-03:00,61.65,61.87,60.7,61.28,15088600.0,0.0,0.0,5.17
2021-08-26 00:00:00-03:00,61.28,61.47,60.5,60.5,18032300.0,0.0,0.0,5.2
2021-08-27 00:00:00-03:00,60.98,62.21,60.91,62.02,19572800.0,0.0,0.0,5.17
